"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH","ELEV(M)"
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-01-30,2014,1,30,30,-4,22,-5.4,22,1015.6,22,9,22,NA,0,4.6,22,6.2,NA,-3.3,"*",-5.6,NA,0.25,"G",NA,0,0,0,0,0,0,0.4,0.5,90,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-01-31,2014,1,31,31,-3.1,24,-4.2,24,1011.5,24,5,24,NA,0,4,24,6.2,NA,-2.2,NA,-3.9,NA,0.25,"G",NA,0,0,0,0,0,0,0.4,0.5,92.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-01,2014,2,1,32,0.9,24,-0.2,24,1000.5,24,994.2,24,NA,0,5.2,24,7.2,NA,2.8,"*",-3.5,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,92.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-02,2014,2,2,33,2.8,24,1.5,24,1010.4,24,4.1,24,NA,0,4.6,24,6.2,NA,4.6,NA,1.9,NA,3.3,"G",NA,0,0,0,0,0,0,0.7,0.7,91.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-03,2014,2,3,34,1.7,24,0.6,24,1017.1,24,10.7,24,NA,0,3.3,24,5.7,NA,5.2,NA,0,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,92.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-04,2014,2,4,35,1.2,24,0.1,24,1009.8,24,3.4,24,NA,0,3.4,24,5.7,NA,2.8,NA,0.2,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,92.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-05,2014,2,5,36,1.2,24,0.1,24,1001.7,24,995.4,24,NA,0,3.2,24,5.7,NA,4,NA,-0.8,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.7,92.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-06,2014,2,6,37,4.4,24,2.2,24,998.9,24,992.7,24,NA,0,5,24,6.7,NA,6.4,"*",0.6,NA,0.51,"G",NA,0,0,0,0,0,0,0.7,0.8,85.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-07,2014,2,7,38,4.9,24,3.7,24,988.2,24,982.1,24,NA,0,6.2,24,8.2,NA,7.4,NA,3.1,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,91.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-08,2014,2,8,39,4.4,24,2.9,24,990.8,24,984.6,24,NA,0,6.4,24,7.7,NA,6.5,NA,2.7,NA,7.11,"G",NA,0,0,0,0,0,0,0.8,0.8,90,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-09,2014,2,9,40,4.3,24,2.4,24,987.6,24,981.4,24,NA,0,7.1,24,10.8,NA,6.3,NA,3,NA,1.02,"G",NA,0,0,0,0,0,0,0.7,0.8,87.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-10,2014,2,10,41,4.1,24,1.5,24,997.4,24,991.2,24,NA,0,3.7,24,5.7,NA,5.8,NA,2.4,NA,7.11,"G",NA,0,0,0,0,0,0,0.7,0.8,83.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-11,2014,2,11,42,2.4,24,0.9,24,997,24,990.7,24,NA,0,2.6,24,5.7,NA,4.2,NA,0.4,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.7,89.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-12,2014,2,12,43,3.8,24,1.1,24,1000.4,24,994.1,24,NA,0,5.1,24,8.2,NA,5.7,NA,1.7,NA,2.29,"G",NA,0,0,0,0,0,0,0.7,0.8,82.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-13,2014,2,13,44,4.1,24,1.3,24,992.3,24,986.1,24,NA,0,5.5,24,9.3,NA,6.6,NA,1.9,NA,2.79,"G",NA,0,0,0,0,0,0,0.7,0.8,82,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-14,2014,2,14,45,3.4,24,1.7,24,1001,24,994.7,24,NA,0,4.3,24,7.2,NA,6,NA,1.2,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,88.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-15,2014,2,15,46,7.1,24,2.4,24,990.9,24,984.8,24,NA,0,8.6,24,10.3,NA,9.9,NA,3.1,NA,1.52,"G",NA,0,0,0,0,0,0,0.7,1,72,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-16,2014,2,16,47,4.8,24,2.7,24,996.8,24,990.6,24,NA,0,8.6,24,11.3,NA,8.8,NA,2.9,"*",1.78,"G",NA,0,0,0,0,0,0,0.7,0.9,86.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-17,2014,2,17,48,3.7,24,1.1,24,1010.2,24,3.9,24,NA,0,4.9,24,6.7,NA,7.6,NA,1.9,NA,1.52,"G",NA,0,0,0,0,0,0,0.7,0.8,83.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-18,2014,2,18,49,4.9,24,3.4,24,1012.1,24,5.8,24,NA,0,3.7,24,5.1,NA,6.9,NA,1.8,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,90,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-19,2014,2,19,50,5.1,24,4.8,24,1007.5,24,1.2,24,NA,0,3.1,24,4.1,NA,6.3,NA,4,NA,1.27,"G",NA,0,0,0,0,0,0,0.9,0.9,97.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-20,2014,2,20,51,5.9,24,4.6,24,1006.4,24,0.1,24,NA,0,4.8,24,7.7,NA,7.8,NA,4.2,NA,0.51,"G",NA,0,0,0,0,0,0,0.8,0.9,91.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-21,2014,2,21,52,5.9,24,4.9,24,1001,24,994.8,24,NA,0,4.6,24,6.7,NA,7.7,NA,3.4,"*",4.83,"G",NA,0,0,0,0,0,0,0.9,0.9,93.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-22,2014,2,22,53,4.5,24,3.1,24,1007.8,24,1.5,24,NA,0,5.4,24,7.2,NA,5.6,"*",3.3,NA,3.3,"G",NA,0,0,0,0,0,0,0.8,0.8,90.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-23,2014,2,23,54,5.8,24,2.9,24,1016.4,24,10.1,24,NA,0,6.3,24,8.2,NA,8.3,NA,2.9,NA,0.51,"G",NA,0,0,0,0,0,0,0.8,0.9,81.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-24,2014,2,24,55,6.3,24,1.4,24,1015.2,24,9,24,NA,0,5.9,24,8.2,NA,9.1,NA,3.3,NA,0,"G",NA,0,0,0,0,0,0,0.7,1,70.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-25,2014,2,25,56,6.3,24,2.2,24,1011,24,4.7,24,NA,0,4.2,24,5.1,NA,9.8,NA,3.2,NA,0,"G",NA,0,0,0,0,0,0,0.7,1,75,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-26,2014,2,26,57,7.2,23,4.5,23,1014.8,23,8.5,23,NA,0,2.6,23,3.6,NA,9.5,NA,5.5,"*",0,"G",NA,0,0,0,0,0,0,0.8,1,83,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-27,2014,2,27,58,5.3,24,3.6,24,1014.3,24,8,24,NA,0,3.4,24,5.7,NA,9.1,NA,2.2,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,88.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-02-28,2014,2,28,59,4.7,24,3.2,24,1005.4,24,999.1,24,NA,0,2.2,24,3.6,NA,7.8,NA,2.2,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,90,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-01,2014,3,1,60,3,24,2.7,24,1004.9,24,998.6,24,NA,0,1.9,24,4.1,NA,5.7,NA,1.2,NA,0.51,"G",NA,0,0,0,0,0,0,0.7,0.8,97.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-02,2014,3,2,61,3.8,24,2.8,24,1001.6,24,995.3,24,NA,0,4,24,5.7,NA,5.8,NA,1.7,NA,2.79,"G",NA,0,0,0,0,0,0,0.7,0.8,93.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-03,2014,3,3,62,3.6,22,1.9,22,997.4,22,991.2,22,NA,0,5.5,22,8.8,NA,5.6,NA,2,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,88.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-04,2014,3,4,63,3.8,24,2.8,24,1004.8,24,998.5,24,NA,0,2.1,24,3.6,NA,6.2,NA,1.8,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,93.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-05,2014,3,5,64,4.3,24,3.7,24,1017.9,24,11.6,24,NA,0,1.3,24,2.6,NA,5.5,NA,2.9,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.8,95.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-06,2014,3,6,65,4.4,24,3.3,24,1027.1,24,20.6,24,NA,0,4.1,24,6.2,NA,8.1,NA,1.5,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.8,92.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-07,2014,3,7,66,6.9,24,3.7,24,1022.4,24,16,24,NA,0,6.2,24,8.2,NA,10.4,NA,4.5,NA,0,"G",NA,0,0,0,0,0,0,0.8,1,80.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-08,2014,3,8,67,5.4,24,0.9,24,1031.1,24,24.7,24,NA,0,3.9,24,6.2,NA,9.1,NA,1.5,NA,0.51,"G",NA,0,0,0,0,0,0,0.7,0.9,72.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-09,2014,3,9,68,9.3,24,3.4,24,1026.9,24,20.6,24,NA,0,4.6,24,6.7,NA,14.5,NA,4.8,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.2,66.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-10,2014,3,10,69,9.2,24,4.5,24,1026.2,24,19.9,24,NA,0,3.7,24,5.7,NA,15.5,NA,4.2,"*",0,"G",NA,0,0,0,0,0,0,0.8,1.2,72.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-11,2014,3,11,70,4.9,24,1,24,1036.2,24,29.8,24,NA,0,1.9,24,3.6,NA,10.1,NA,0.4,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.9,75.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-12,2014,3,12,71,6.2,22,-0.6,22,1035.1,22,28.6,22,NA,0,1.7,22,3.1,NA,12.4,NA,-0.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.9,61.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-13,2014,3,13,72,6.3,24,0.1,24,1027.7,24,21.3,24,NA,0,3.1,24,5.7,NA,13.1,NA,-0.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,1,64.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-14,2014,3,14,73,6,24,3.8,24,1019.3,24,13,24,NA,0,6.2,24,11.3,NA,10.1,NA,2.2,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,85.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-15,2014,3,15,74,7,24,2.2,24,1005.1,24,998.9,24,NA,0,9.8,24,13.9,NA,9.8,NA,5.6,NA,2.29,"G",NA,0,0,0,0,0,0,0.7,1,71.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-16,2014,3,16,75,8.6,24,6,24,1002.8,24,996.7,24,NA,0,9.2,24,12.4,NA,11.8,NA,5.6,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1.1,83.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-17,2014,3,17,76,9.1,24,5.1,24,1008,24,1.8,24,NA,0,8.4,24,12.4,NA,11.9,NA,6.8,"*",0.25,"G",NA,0,0,0,0,0,0,0.9,1.2,76,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-18,2014,3,18,77,7.2,24,5.5,24,1007.1,24,0.8,24,NA,0,5.7,24,7.2,NA,8.9,NA,6.1,"*",0.25,"G",NA,0,0,0,0,0,0,0.9,1,89,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-19,2014,3,19,78,7.1,24,5.8,24,1009,24,2.8,24,NA,0,6.4,24,9.3,NA,8.9,NA,4.7,NA,1.27,"G",NA,0,0,0,0,0,0,0.9,1,91.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-20,2014,3,20,79,10.8,23,5.3,23,1008,23,1.8,23,NA,0,7.4,23,10.3,NA,15.7,NA,6.8,NA,0.25,"G",NA,0,0,0,0,0,0,0.9,1.3,68.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-21,2014,3,21,80,7.4,24,4.4,24,1002.4,24,996.2,24,NA,0,5.8,24,8.2,NA,13.8,NA,3.6,"*",0.25,"G",NA,0,0,0,0,0,0,0.8,1,81.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-22,2014,3,22,81,5.6,24,3.3,24,1001.3,24,995.1,24,NA,0,4.6,24,7.7,NA,9.7,NA,2.9,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,85.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-23,2014,3,23,82,4.9,24,2.7,24,1002.8,24,996.5,24,NA,0,4.2,24,8.2,NA,9.4,NA,2,NA,3.05,"G",NA,0,0,0,0,0,0,0.7,0.9,85.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-24,2014,3,24,83,3.9,24,1.1,24,1011.1,24,4.8,24,NA,0,1.3,24,2.6,NA,9.5,NA,-0.6,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,82,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-25,2014,3,25,84,3.8,24,0.9,24,1012.7,24,6.4,24,NA,0,3.8,24,7.7,NA,8.4,NA,-1.5,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,81.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-26,2014,3,26,85,4.1,24,2,24,1016.7,24,10.3,24,NA,0,4.4,24,8.2,NA,7.2,NA,2.4,NA,6.35,"G",NA,0,0,0,0,0,0,0.7,0.8,86.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-27,2014,3,27,86,3.8,24,1.8,24,1023.5,24,17,24,NA,0,3.4,24,4.6,NA,6.6,NA,0.5,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,86.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-28,2014,3,28,87,5.1,24,3.7,24,1025.9,24,19.6,24,NA,0,3.2,24,4.6,NA,8.6,NA,2.6,NA,0,"G",NA,0,0,0,0,0,0,0.8,0.9,90.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-29,2014,3,29,88,6.1,24,3.8,24,1025.5,24,19.1,24,NA,0,2.7,24,4.1,NA,10.6,NA,3.6,"*",0,"G",NA,0,0,0,0,0,0,0.8,0.9,85.2,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-30,2014,3,30,89,6.9,24,4.7,24,1019.6,24,13.3,24,NA,0,1.2,24,3.1,NA,15.3,NA,-0.4,NA,0,"G",NA,0,0,0,0,0,0,0.9,1,85.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-03-31,2014,3,31,90,6.2,24,4.9,24,1015.8,24,9.5,24,NA,0,1.6,24,3.6,NA,12.2,NA,1.8,NA,0,"G",NA,0,0,0,0,0,0,0.9,0.9,91.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-01,2014,4,1,91,4.4,24,2.4,24,1016.2,24,9.8,24,NA,0,3.7,24,5.7,NA,8.2,NA,3.3,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.8,86.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-02,2014,4,2,92,5.7,24,2.7,24,1010.8,24,4.5,24,NA,0,4.5,24,6.2,NA,9.5,NA,3,"*",0,"G",NA,0,0,0,0,0,0,0.7,0.9,81,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-03,2014,4,3,93,5.3,24,2.2,24,1009.8,24,3.5,24,NA,0,3.3,24,5.1,NA,10.7,NA,1.3,NA,0,"G",NA,0,0,0,0,0,0,0.7,0.9,80.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-04,2014,4,4,94,4.1,24,0.2,24,1015.2,24,8.9,24,NA,0,6.7,24,10.8,NA,6.7,NA,2.1,NA,0,"G",NA,0,0,0,0,0,0,0.6,0.8,75.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-05,2014,4,5,95,6.2,24,5.7,24,1015.2,24,8.9,24,NA,0,3.5,24,5.7,NA,8.1,"*",3.6,NA,1.27,"G",NA,0,0,0,0,0,0,0.9,0.9,96.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-06,2014,4,6,96,9.8,24,9.7,24,1014,24,7.8,24,NA,0,3.9,24,6.2,NA,11.8,"*",7.2,NA,1.78,"G",NA,0,0,0,0,0,0,1.2,1.2,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-07,2014,4,7,97,10.3,8,10.2,8,1012.4,8,6.2,8,NA,0,5.2,8,5.7,NA,11.8,NA,10.1,NA,3.81,"G",NA,0,0,0,0,0,0,1.2,1.3,99.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-22,2014,4,22,112,13.6,15,7.9,15,1015.8,15,9.7,15,NA,0,4.8,15,6.7,NA,17.1,NA,9.6,"*",0,"G",NA,0,0,0,0,0,0,1.1,1.6,68.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-23,2014,4,23,113,8.3,24,5.1,24,1022.7,24,16.4,24,NA,0,4.6,24,9.3,NA,12.8,NA,7.4,NA,4.32,"G",NA,0,0,0,0,0,0,0.9,1.1,80.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-24,2014,4,24,114,7,24,4.2,24,1024.5,24,18.1,24,NA,0,3.6,24,6.2,NA,9.7,NA,4.7,NA,3.3,"G",NA,0,0,0,0,0,0,0.8,1,82.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-25,2014,4,25,115,10.3,23,4.3,23,1019.3,23,13,23,NA,0,4,23,6.7,NA,16.9,NA,4.4,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.3,66.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-26,2014,4,26,116,11.7,23,4.8,23,1014.5,23,8.3,23,NA,0,4.1,23,5.7,NA,18.3,NA,4.4,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.4,62.6,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-27,2014,4,27,117,12.3,24,5.3,24,1012,24,5.8,24,NA,0,3.5,24,6.2,NA,18.5,NA,6.1,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.4,62.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-28,2014,4,28,118,12.3,23,3.6,23,1014.1,23,8,23,NA,0,2.1,23,3.6,NA,19.2,NA,4.6,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.4,55.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-29,2014,4,29,119,13.2,23,4.2,23,1012.7,23,6.5,23,NA,0,1.7,23,3.1,NA,20,NA,4.9,NA,0,"G",NA,0,0,0,0,0,0,0.8,1.5,54.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-04-30,2014,4,30,120,12.2,22,5.8,22,1010,22,3.8,22,NA,0,3.2,22,5.7,NA,18.7,NA,6,NA,0,"G",NA,0,0,0,0,0,0,0.9,1.4,64.9,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-01,2014,5,1,121,7.2,24,0.7,24,1013.7,24,7.5,24,NA,0,4.2,24,7.2,NA,15.1,NA,3.7,NA,0,"G",NA,0,0,0,0,0,0,0.6,1,63.3,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-02,2014,5,2,122,7.6,24,0.8,24,1021.7,24,15.4,24,NA,0,1.7,24,3.1,NA,12.1,NA,2.1,"*",0,"G",NA,0,0,0,0,0,0,0.6,1,62.1,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-03,2014,5,3,123,6.4,24,0.5,24,1023.2,24,16.8,24,NA,0,4,24,7.2,NA,11.9,NA,-0.6,NA,0,"G",NA,0,0,0,0,0,0,0.6,1,66,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-04,2014,5,4,124,7.3,24,0.8,24,1020.7,24,14.4,24,NA,0,3.9,24,6.2,NA,11.8,NA,3.7,"*",0,"G",NA,0,0,0,0,0,0,0.6,1,63.4,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-05,2014,5,5,125,7,24,4.6,24,1018.3,24,12,24,NA,0,2.6,24,4.1,NA,9.3,NA,2.2,NA,0,"G",NA,0,0,0,0,0,0,0.8,1,84.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-06,2014,5,6,126,11.1,22,6.4,22,1009.6,22,3.5,22,NA,0,4.1,22,7.7,NA,15.4,NA,8,NA,0,"G",NA,0,0,0,0,0,0,1,1.3,72.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-07,2014,5,7,127,11.6,24,8.9,24,1004.7,24,998.6,24,NA,0,3.7,24,7.2,NA,15,NA,9.1,NA,14.48,"G",NA,0,0,0,0,0,0,1.1,1.4,83.5,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-08,2014,5,8,128,10.7,24,8.4,24,1005.7,24,999.5,24,NA,0,4.2,24,7.2,NA,14.5,NA,8.5,NA,3.05,"G",NA,0,0,0,0,0,0,1.1,1.3,85.7,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-09,2014,5,9,129,10.2,24,8.6,24,1004,24,997.9,24,NA,0,2.7,24,5.7,NA,13.9,NA,8.6,"*",7.87,"G",NA,0,0,0,0,0,0,1.1,1.2,89.8,51
"061260-99999","AARSLEV","DA","DENMARK","DK","DNK","",55.317,10.433,51,20120411,20230222,2014-05-10,2014,5,10,130,10.7,24,8.3,24,1003.9,24,997.8,24,NA,0,4,24,6.2,NA,13.7,NA,8.2,NA,11.43,"G",NA,0,0,0,0,0,0,1.1,1.3,85.1,51
